"congress","chamber","icpsr","state_icpsr","district_code","state_abbrev","party_code","occupancy","last_means","bioname","bioguide_id","born","died","nominate_dim1","nominate_dim2","nominate_log_likelihood","nominate_geo_mean_probability","nominate_number_of_votes","nominate_number_of_errors","conditional","nokken_poole_dim1","nokken_poole_dim2"
110,"House",15628,54,8,"TN",100,0,1,"TANNER, John S.","xT000038",1944,,-0.182,0.648,-234.93823,0.84,1344,96,,-0.195,0.7
110,"House",20350,54,4,"TN",100,0,1,"DAVIS, Lincoln","xD000599",1943,,-0.205,0.854,-204.66939,0.858,1336,73,,-0.201,0.734
110,"House",20351,54,7,"TN",200,0,1,"BLACKBURN, Marsha","xB001243",1952,,0.616,0.125,-158.04359,0.88921,1346,57,,0.622,0.084
110,"House",20747,54,1,"TN",200,0,1,"DAVIS, David","xD000606",1959,,0.55,0.253,-163.4214,0.887,1363,60,,0.554,0.152
110,"House",20748,54,9,"TN",100,0,1,"COHEN, Stephen","xC001068",1949,,-0.4,-0.356,-102.9172,0.92753,1368,39,,-0.382,-0.148
110,"House",29567,54,3,"TN",200,0,1,"WAMP, Zachary Paul","xW000119",1957,,0.428,0.072,-266.82382,0.821,1353,106,,0.429,0.242
110,"House",14290,49,14,"TX",200,0,1,"PAUL, Ronald Ernest","xP000583",1935,,0.863,-0.505,-666.87467,0.525,1035,198,,0.741,-0.671
110,"House",15049,49,27,"TX",100,0,1,"ORTIZ, Solomon P.","xO000107",1937,,-0.272,0.712,-102.91101,0.916,1178,34,,-0.34,0.587
110,"House",15085,49,6,"TX",200,0,1,"BARTON, Joe Linus","xB000213",1949,,0.528,0.047,-280.46904,0.81228,1349,117,,0.522,0.178
110,"House",15445,49,21,"TX",200,0,1,"SMITH, Lamar Seeligson","xS000583",1947,,0.425,0.06,-214.52005,0.85308,1350,78,,0.433,0.16
110,"House",20139,49,7,"TX",200,0,1,"CULBERSON, John","xC001048",1956,,0.504,0.37,-226.52599,0.83986,1298,100,,0.523,0.38
110,"House",20352,49,5,"TX",200,0,1,"HENSARLING, Jeb","xH001036",1957,,0.703,0.039,-134.38363,0.90604,1362,51,,0.765,-0.18
110,"House",20353,49,19,"TX",200,0,1,"NEUGEBAUER, Randy","xN000182",1949,,0.628,0.322,-163.39132,0.885,1342,75,,0.598,0.321
110,"House",20355,49,26,"TX",200,0,1,"BURGESS, Michael C.","xB001248",1950,,0.57,-0.226,-326.22671,0.78291,1333,132,,0.488,0.004
110,"House",20356,49,31,"TX",200,0,1,"CARTER, John R.","xC001051",1941,,0.467,0.603,-240.69191,0.8332,1319,99,,0.51,0.449
110,"House",20527,49,1,"TX",200,0,1,"GOHMERT, Louie","xG000552",1953,,0.599,-0.262,-331.18486,0.77342,1289,136,,0.489,0.256
110,"House",20528,49,2,"TX",200,0,1,"POE, Ted","xP000592",1948,,0.594,-0.035,-300.63951,0.7959,1317,124,,0.567,0.25
110,"House",20529,49,9,"TX",100,0,1,"GREEN, Al","xG000553",1947,,-0.436,0.32,-85.81325,0.93911,1366,35,,-0.433,0.093
110,"House",20530,49,10,"TX",200,0,1,"McCAUL, Michael T.","xM001157",1962,,0.449,0.087,-240.47818,0.83694,1351,101,,0.448,-0.013
110,"House",20531,49,11,"TX",200,0,1,"CONAWAY, K. Michael","xC001062",1948,,0.591,0.356,-196.28565,0.8625,1327,80,,0.582,0.321
110,"House",20532,49,24,"TX",200,0,1,"MARCHANT, Kenny","xM001158",1951,,0.601,0.167,-213.77356,0.84772,1294,88,,0.576,0.34
110,"House",20533,49,28,"TX",100,0,1,"CUELLAR, Henry","xC001063",1955,,-0.225,0.626,-195.26853,0.86707,1369,80,,-0.223,0.745
110,"House",29143,49,3,"TX",200,0,1,"JOHNSON, Sam","xJ000174",1930,,0.609,0.28,-185.77609,0.8621,1252,69,,0.64,0.121
110,"House",29144,49,17,"TX",100,0,1,"EDWARDS, Thomas Chester (Chet)","xE000063",1951,,-0.226,0.5,-118.50548,0.915,1338,38,,-0.269,0.579
110,"House",29571,49,25,"TX",100,0,1,"DOGGETT, Lloyd Alton, II","xD000399",1946,,-0.402,-0.308,-115.44408,0.91781,1346,43,,-0.387,-0.46
110,"House",29572,49,13,"TX",200,0,1,"THORNBERRY, William McClellan (Mac)","xT000238",1958,,0.528,0.308,-240.75467,0.83808,1363,104,,0.555,0.132
110,"House",29573,49,18,"TX",100,0,1,"JACKSON LEE, Sheila","xJ000032",1950,,-0.458,0.134,-112.98062,0.91821,1324,43,,-0.538,0.003
110,"House",29759,49,32,"TX",200,0,1,"SESSIONS, Pete","xS000250",1955,,0.586,0.172,-148.84099,0.88672,1238,54,,0.587,0.061
110,"House",29760,49,8,"TX",200,0,1,"BRADY, Kevin Patrick","xB000755",1955,,0.518,0.218,-263.7256,0.81588,1296,120,,0.486,0.297
110,"House",29761,49,22,"TX",100,0,1,"LAMPSON, Nicholas V.","xL000043",1945,,-0.179,0.186,-696.20111,0.573,1249,256,,-0.025,0.332
110,"House",29762,49,12,"TX",200,0,1,"GRANGER, Kay","xG000377",1943,,0.392,0.231,-238.10142,0.83427,1314,94,,0.44,0.141
110,"House",29763,49,15,"TX",100,0,1,"HINOJOSA, Rubén","xH000636",1940,,-0.34,0.235,-105.18843,0.918,1227,32,,-0.37,0.472
110,"House",29764,49,16,"TX",100,0,1,"REYES, Silvestre","xR000170",1944,,-0.321,0.304,-87.24366,0.936,1320,27,,-0.341,0.414
110,"House",29771,49,23,"TX",100,0,1,"RODRIGUEZ, Ciro D.","xR000568",1946,,-0.349,0.238,-145.18716,0.9,1379,53,,-0.306,0.476
110,"House",29943,49,20,"TX",100,0,1,"GONZALEZ, Charles A.","xG000544",1945,,-0.347,0.262,-123.55679,0.913,1355,49,,-0.432,0.494
110,"House",39304,49,29,"TX",100,0,1,"GREEN, Raymond Eugene (Gene)","xG000410",1947,,-0.324,0.451,-163.59637,0.88563,1347,56,,-0.333,0.695
110,"House",39305,49,30,"TX",100,0,1,"JOHNSON, Eddie Bernice","xJ000126",1935,,-0.486,0.207,-94.5681,0.9253,1218,40,,-0.532,0.211
110,"House",94828,49,4,"TX",200,0,1,"HALL, Ralph Moody","xH000067",1923,,0.424,0.308,-287.82385,0.809,1358,107,,0.418,0.297
110,"House",20140,67,2,"UT",100,0,1,"MATHESON, James David (Jim)","xM001142",1960,,-0.115,0.546,-430.0821,0.73,1365,165,,-0.122,0.675
110,"House",20357,67,1,"UT",200,0,1,"BISHOP, Robert (Rob)","xB001250",1951,,0.531,0.111,-218.17511,0.84019,1253,89,,0.502,0.157
110,"House",29766,67,3,"UT",200,0,1,"CANNON, Christopher B.","xC000116",1950,,0.596,0.017,-246.67092,0.823,1267,105,,0.638,-0.128
110,"House",20750,6,1,"VT",100,0,1,"WELCH, Peter","xW000800",1947,,-0.407,-0.345,-128.20434,0.91073,1371,51,,-0.452,-0.181
110,"House",14869,40,10,"VA",200,0,1,"WOLF, Frank Rudolph","xW000672",1939,,0.284,-0.213,-324.71202,0.789,1368,140,,0.29,-0.224
110,"House",15010,40,9,"VA",100,0,1,"BOUCHER, Frederick C.","xB000657",1946,,-0.265,0.189,-111.45092,0.918,1306,40,,-0.314,0.403
110,"House",20141,40,1,"VA",200,1,1,"DAVIS, Jo Ann","xD000597",1950,2007,0.426,0.173,-18.31175,0.826,96,7,,0.329,0.249
110,"House",20143,40,4,"VA",200,0,1,"FORBES, J. Randy","xF000445",1952,,0.407,0.218,-223.9966,0.844,1318,83,,0.407,0.179
110,"House",20144,40,7,"VA",200,0,1,"CANTOR, Eric","xC001046",1963,,0.518,0.191,-197.24481,0.861,1317,84,,0.594,-0.036
110,"House",20534,40,2,"VA",200,0,1,"DRAKE, Thelma D.","xD000605",1949,,0.402,0.287,-180.92184,0.877,1374,66,,0.409,0.276
110,"House",20756,40,1,"VA",200,2,2,"WITTMAN, Robert J.","xW000804",1959,,0.423,-0.036,-63.69604,0.8725,467,28,,0.375,0.108
110,"House",29149,40,8,"VA",100,0,1,"MORAN, James P.","xM000933",1945,,-0.302,-0.203,-148.17247,0.894,1317,50,,-0.414,-0.455
110,"House",29576,40,11,"VA",200,0,1,"DAVIS, Thomas M., III","xD000136",1949,,0.282,-0.404,-457.08948,0.706,1314,216,,0.326,-0.484
110,"House",39307,40,3,"VA",100,0,1,"SCOTT, Robert C.","xS000185",1947,,-0.451,0.011,-66.34678,0.95289,1375,30,,-0.45,0.056
110,"House",39308,40,6,"VA",200,0,1,"GOODLATTE, Robert William","xG000289",1952,,0.495,-0.004,-274.07577,0.8194,1376,121,,0.463,0.126
110,"House",89767,40,5,"VA",200,0,1,"GOODE, Virgil H., Jr.","xG000280",1946,,0.439,0.633,-354.26237,0.769,1351,144,,0.464,0.382
110,"House",14413,73,6,"WA",100,0,1,"DICKS, Norman DeValois","xD000327",1940,,-0.312,0.11,-79.51632,0.942,1331,26,,-0.316,0.058
110,"House",15613,73,7,"WA",100,0,1,"McDERMOTT, James A.","xM000404",1936,,-0.666,-0.197,-121.09184,0.914,1348,47,,-0.626,-0.631
110,"House",20145,73,2,"WA",100,0,1,"LARSEN, Richard Ray (Rick)","xL000560",1965,,-0.364,0.194,-103.97112,0.92687,1369,44,,-0.395,0.329
110,"House",20535,73,5,"WA",200,0,1,"McMORRIS RODGERS, Cathy","xM001159",1969,,0.43,0.148,-198.50241,0.84835,1207,75,,0.388,0.173
110,"House",20536,73,8,"WA",200,0,1,"REICHERT, David G.","xR000578",1950,,0.223,-0.154,-443.52577,0.72275,1366,205,,0.228,-0.475
110,"House",29580,73,4,"WA",200,0,1,"HASTINGS, Richard Norman (Doc)","xH000329",1941,,0.416,0.411,-208.53915,0.856,1342,90,,0.451,0.314
110,"House",29768,73,9,"WA",100,0,1,"SMITH, Adam","xS000510",1965,,-0.283,-0.153,-158.37222,0.88884,1344,61,,-0.298,-0.228
110,"House",29937,73,1,"WA",100,0,1,"INSLEE, Jay Robert","xI000026",1951,,-0.33,-0.194,-101.56105,0.928,1357,40,,-0.414,-0.273
110,"House",29938,73,3,"WA",100,0,1,"BAIRD, Brian","xB001229",1956,,-0.342,0.257,-271.4734,0.813,1310,81,,-0.243,-0.048
110,"House",14448,56,3,"WV",100,0,1,"RAHALL, Nick Joe, II","xR000011",1949,,-0.306,0.45,-193.19128,0.869,1381,72,,-0.411,0.781
110,"House",15083,56,1,"WV",100,0,1,"MOLLOHAN, Alan Bowlby","xM000844",1943,,-0.292,0.657,-150.75501,0.894,1348,65,,-0.423,0.857
110,"House",20146,56,2,"WV",200,0,1,"CAPITO, Shelley Moore","xC001047",1953,,0.259,0.051,-270.65157,0.82085,1371,108,,0.253,-0.018
110,"House",12036,25,7,"WI",100,0,1,"OBEY, David Ross","xO000007",1938,,-0.45,-0.063,-94.75976,0.933,1363,35,,-0.402,0.064
110,"House",14657,25,5,"WI",200,0,1,"SENSENBRENNER, Frank James, Jr.","xS000244",1943,,0.646,-0.62,-209.61411,0.85716,1360,83,,0.699,-0.51
110,"House",14675,25,6,"WI",200,0,1,"PETRI, Thomas Evert","xP000265",1940,,0.379,-0.367,-428.42785,0.734,1383,196,,0.496,-0.687
110,"House",20537,25,4,"WI",100,0,1,"MOORE, Gwendolynne S. (Gwen)","xM001160",1951,,-0.53,-0.246,-90.08001,0.93531,1347,35,,-0.566,-0.653
110,"House",20751,25,8,"WI",100,0,1,"KAGEN, Steven","xK000365",1949,,-0.317,0.057,-150.86751,0.895,1364,52,,-0.278,0.173
110,"House",29769,25,3,"WI",100,0,1,"KIND, Ron","xK000188",1963,,-0.263,-0.091,-144.40113,0.89941,1362,56,,-0.281,-0.044
110,"House",29939,25,1,"WI",200,0,1,"RYAN, Paul D.","xR000570",1970,,0.556,-0.251,-218.9197,0.85182,1365,81,,0.585,-0.427
110,"House",29940,25,2,"WI",100,0,1,"BALDWIN, Tammy","xB001230",1962,,-0.53,-0.241,-67.31249,0.95236,1379,28,,-0.575,-0.499
110,"House",29584,68,1,"WY",200,0,1,"CUBIN, Barbara L.","xC000962",1946,,0.501,0.345,-162.80987,0.795,711,71,,0.458,0.563
110,"Senate",49700,41,0,"AL",200,0,1,"SESSIONS, Jefferson Beauregard III (Jeff)","xS001141",1946,,0.549,0.13,-131.66522,0.78363,540,65,,0.501,0.077
110,"Senate",94659,41,0,"AL",200,0,1,"SHELBY, Richard C.","xS000320",1934,,0.433,0.541,-140.17204,0.77394,547,60,,0.427,0.342
110,"Senate",12109,81,0,"AK",200,0,1,"STEVENS, Theodore Fulton (Ted)","xS000888",1923,2010,0.219,-0.5,-160.3039,0.738,528,65,,0.221,-0.218
110,"Senate",40300,81,0,"AK",200,0,1,"MURKOWSKI, Lisa","xM001153",1957,,0.208,-0.288,-152.78878,0.75396,541,62,,0.23,-0.363
110,"Senate",15039,61,0,"AZ",200,0,1,"McCAIN, John Sidney, III","xM000303",1936,,0.381,-0.626,-42.53879,0.80754,199,17,,0.442,-0.73
110,"Senate",15429,61,0,"AZ",200,0,1,"KYL, Jon Llewellyn","xK000352",1942,,0.548,-0.455,-129.98034,0.786,541,56,,0.583,-0.507
110,"Senate",29305,42,0,"AR",100,0,1,"LINCOLN, Blanche Lambert","xL000035",1960,,-0.166,0.178,-94.73876,0.837,534,44,,-0.187,0.221
110,"Senate",40301,42,0,"AR",100,0,1,"PRYOR, Mark","xP000590",1963,,-0.199,0.463,-94.81818,0.841,549,40,,-0.174,0.465
110,"Senate",15011,71,0,"CA",100,0,1,"BOXER, Barbara","xB000711",1940,,-0.45,-0.423,-39.20646,0.927,517,14,,-0.486,-0.325
110,"Senate",49300,71,0,"CA",100,0,1,"FEINSTEIN, Dianne","xF000062",1933,,-0.267,-0.181,-73.96824,0.8711,536,32,,-0.254,-0.366
110,"Senate",29108,62,0,"CO",200,0,1,"ALLARD, A. Wayne","xA000109",1943,,0.572,-0.121,-96.18367,0.834,531,43,,0.563,-0.088
110,"Senate",40500,62,0,"CO",100,0,1,"SALAZAR, Kenneth Lee","xS001163",1955,,-0.223,0.042,-77.20478,0.869,550,35,,-0.202,-0.001
110,"Senate",14213,1,0,"CT",100,0,1,"DODD, Christopher John","xD000388",1944,,-0.328,-0.317,-54.49703,0.877,417,23,,-0.373,-0.601
110,"Senate",15704,1,0,"CT",100,0,1,"LIEBERMAN, Joseph I.","xL000304",1942,,-0.205,-0.312,-156.74762,0.745,533,68,,-0.133,-0.487
110,"Senate",14101,11,0,"DE",100,0,1,"BIDEN, Joseph Robinette, Jr.","xB000444",1942,,-0.314,-0.042,-37.64402,0.906,383,14,,-0.386,-0.163
110,"Senate",15015,11,0,"DE",100,0,1,"CARPER, Thomas Richard","xC000174",1947,,-0.173,-0.218,-117.29209,0.80605,544,48,,-0.166,-0.277
110,"Senate",14651,43,0,"FL",100,0,1,"NELSON, Clarence William (Bill)","xN000032",1942,,-0.193,0.341,-108.27693,0.81861,541,56,,-0.247,0.028
110,"Senate",40501,43,0,"FL",200,0,1,"MARTINEZ, Melquiades R. (Mel)","xM001162",1946,,0.333,-0.417,-174.06121,0.726,543,88,,0.344,-0.409
110,"Senate",29512,44,0,"GA",200,0,1,"CHAMBLISS, Saxby","xC000286",1943,,0.423,0.205,-118.17378,0.804,541,51,,0.457,0.137
110,"Senate",29909,44,0,"GA",200,0,1,"ISAKSON, Johnny","xI000055",1944,,0.403,-0.016,-102.59873,0.82667,539,43,,0.436,0.092
110,"Senate",4812,82,0,"HI",100,0,1,"INOUYE, Daniel Ken","xI000025",1924,2012,-0.319,0.062,-75.92887,0.861,507,33,,-0.259,0.041
110,"Senate",14400,82,0,"HI",100,0,1,"AKAKA, Daniel Kahikina","xA000069",1924,,-0.419,0.273,-63.04187,0.892,549,20,,-0.355,-0.028
110,"Senate",14809,63,0,"ID",200,0,1,"CRAIG, Larry Edwin","xC000858",1945,,0.494,-0.014,-144.69214,0.757,519,71,,0.429,-0.079
110,"Senate",29345,63,0,"ID",200,0,1,"CRAPO, Michael Dean","xC000880",1951,,0.509,0.28,-119.94895,0.79848,533,63,,0.459,0.248
110,"Senate",15021,21,0,"IL",100,0,1,"DURBIN, Richard Joseph","xD000563",1944,,-0.362,-0.363,-38.21094,0.93265,548,12,,-0.392,-0.377
110,"Senate",40502,21,0,"IL",100,0,1,"OBAMA, Barack","xO000167",1961,,-0.343,-0.434,-30.80198,0.903,303,9,,-0.357,-0.512
110,"Senate",14506,22,0,"IN",200,0,1,"LUGAR, Richard Green","xL000504",1932,,0.304,-0.466,-184.123,0.714,546,93,,0.256,-0.655
110,"Senate",49901,22,0,"IN",100,0,1,"BAYH, Evan","xB001233",1955,,-0.158,-0.142,-211.47833,0.675,538,90,,-0.078,-0.133
110,"Senate",14226,31,0,"IA",200,0,1,"GRASSLEY, Charles Ernest","xG000386",1933,,0.342,-0.07,-190.71961,0.70742,551,101,,0.332,0.026
110,"Senate",14230,31,0,"IA",100,0,1,"HARKIN, Thomas Richard (Tom)","xH000206",1939,,-0.351,-0.546,-65.16713,0.886,536,28,,-0.423,-0.259
110,"Senate",14852,32,0,"KS",200,0,1,"ROBERTS, Charles Patrick (Pat)","xR000307",1936,,0.415,-0.094,-163.86051,0.73785,539,83,,0.326,0.087
110,"Senate",29523,32,0,"KS",200,0,1,"BROWNBACK, Sam Dale","xB000953",1956,,0.439,-0.306,-116.12613,0.764,431,47,,0.425,-0.206
110,"Senate",14921,51,0,"KY",200,0,1,"McCONNELL, Addison Mitchell (Mitch)","xM000355",1942,,0.404,0.001,-110.67175,0.81773,550,43,,0.43,-0.033
110,"Senate",15406,51,0,"KY",200,0,1,"BUNNING, James Paul David","xB001066",1931,,0.521,-0.049,-123.81319,0.793,534,62,,0.546,0.087
110,"Senate",29918,45,0,"LA",200,0,1,"VITTER, David","xV000127",1961,,0.495,0.323,-118.05491,0.801,532,57,,0.565,0.485
110,"Senate",49702,45,0,"LA",100,0,1,"LANDRIEU, Mary L.","xL000550",1955,,-0.203,0.444,-142.15312,0.767,537,61,,-0.152,0.549
110,"Senate",14661,2,0,"ME",200,0,1,"SNOWE, Olympia Jean","xS000663",1947,,0.091,-0.548,-176.02011,0.726,550,72,,0.053,-0.438
110,"Senate",49703,2,0,"ME",200,0,1,"COLLINS, Susan Margaret","xC001035",1952,,0.11,-0.563,-181.89557,0.71884,551,77,,0.097,-0.646
110,"Senate",14440,52,0,"MD",100,0,1,"MIKULSKI, Barbara Ann","xM000702",1936,,-0.37,-0.128,-82.3516,0.859,542,37,,-0.258,-0.102
110,"Senate",15408,52,0,"MD",100,0,1,"CARDIN, Benjamin Louis","xC000141",1943,,-0.327,-0.255,-46.64606,0.9184,548,16,,-0.343,-0.323
110,"Senate",10808,3,0,"MA",100,0,1,"KENNEDY, Edward Moore (Ted)","xK000105",1932,2009,-0.443,-0.49,-63.94736,0.866,443,21,,-0.35,-0.608
110,"Senate",14920,3,0,"MA",100,0,1,"KERRY, John Forbes","xK000148",1943,,-0.352,-0.382,-51.75039,0.907,530,18,,-0.365,-0.538
110,"Senate",14709,23,0,"MI",100,0,1,"LEVIN, Carl","xL000261",1934,,-0.395,-0.116,-65.56103,0.887,546,26,,-0.336,-0.038
110,"Senate",29732,23,0,"MI",100,0,1,"STABENOW, Deborah Ann","xS000770",1950,,-0.327,0.031,-70.03149,0.87962,546,30,,-0.388,0.24
110,"Senate",40302,33,0,"MN",200,0,1,"COLEMAN, Norm","xC001057",1949,,0.185,-0.125,-152.00508,0.751,531,74,,0.174,-0.014
110,"Senate",40700,33,0,"MN",100,0,1,"KLOBUCHAR, Amy","xK000367",1960,,-0.244,-0.17,-80.5532,0.86237,544,45,,-0.3,-0.135
110,"Senate",14009,46,0,"MS",200,0,1,"COCHRAN, William Thad","xC000567",1937,,0.287,0.051,-162.31258,0.74162,543,80,,0.335,0.095
110,"Senate",14031,46,0,"MS",200,1,1,"LOTT, Chester Trent","xL000447",1941,,0.39,0.194,-91.92665,0.762,338,45,,0.437,0.091
110,"Senate",29534,46,0,"MS",200,2,2,"WICKER, Roger F.","xW000437",1951,,0.377,0.363,-32.83919,0.83153,178,12,,0.397,0.561
110,"Senate",15501,34,0,"MO",200,0,1,"BOND, Christopher Samuel (Kit)","xB000611",1939,,0.31,-0.169,-172.26186,0.721,526,79,,0.344,-0.087
110,"Senate",40701,34,0,"MO",100,0,1,"McCASKILL, Claire","xM001170",1953,,-0.144,0.019,-215.66228,0.66974,538,91,,-0.21,0.364
110,"Senate",14203,64,0,"MT",100,0,1,"BAUCUS, Max Sieben","xB000243",1941,,-0.212,0.017,-113.29573,0.814,549,57,,-0.237,0.52
110,"Senate",40702,64,0,"MT",100,0,1,"TESTER, Jon","xT000464",1956,,-0.213,0.14,-121.74482,0.79948,544,61,,-0.278,0.563
110,"Senate",40103,35,0,"NE",100,0,1,"NELSON, Earl Benjamin (Ben)","xN000180",1941,,-0.03,0.588,-114.48679,0.81,543,42,,-0.084,0.673
110,"Senate",49704,35,0,"NE",200,0,1,"HAGEL, Charles Timothy (Chuck)","xH001028",1946,,0.344,-0.498,-253.94082,0.607,509,113,,0.308,-0.707
110,"Senate",15054,65,0,"NV",100,0,1,"REID, Harry","xR000146",1939,,-0.276,0.258,-150.55397,0.76,548,59,,-0.317,0.206
110,"Senate",29537,65,0,"NV",200,0,1,"ENSIGN, John Eric","xE000194",1958,,0.508,-0.464,-98.25512,0.83,528,43,,0.554,-0.352
110,"Senate",14826,4,0,"NH",200,0,1,"GREGG, Judd Alan","xG000445",1947,,0.429,-0.737,-144.56655,0.763,535,74,,0.452,-0.837
110,"Senate",29740,4,0,"NH",200,0,1,"SUNUNU, John E.","xS001078",1964,,0.473,-0.52,-197.3818,0.695,542,87,,0.376,-0.592
110,"Senate",14914,12,0,"NJ",100,0,1,"LAUTENBERG, Frank Raleigh","xL000123",1924,2013,-0.382,-0.579,-40.59802,0.928,541,13,,-0.421,-0.508
110,"Senate",29373,12,0,"NJ",100,0,1,"MENENDEZ, Robert","xM000639",1954,,-0.361,-0.115,-56.71165,0.901,544,24,,-0.423,-0.576
110,"Senate",14103,66,0,"NM",200,0,1,"DOMENICI, Pete Vichi","xD000407",1932,,0.257,-0.247,-156.72318,0.74,520,71,,0.264,-0.306
110,"Senate",14912,66,0,"NM",100,0,1,"BINGAMAN, Jesse Francis, Jr. (Jeff)","xB000468",1943,,-0.266,0.045,-70.65731,0.878,544,33,,-0.366,0.066
110,"Senate",14858,13,0,"NY",100,0,1,"SCHUMER, Charles Ellis (Chuck)","xS000148",1950,,-0.351,-0.398,-44.88819,0.92052,542,15,,-0.369,-0.474
110,"Senate",40105,13,0,"NY",100,0,1,"CLINTON, Hillary Rodham","xC001041",1947,,-0.367,-0.243,-32.82782,0.917,378,12,,-0.393,-0.387
110,"Senate",29548,47,0,"NC",200,0,1,"BURR, Richard M.","xB001135",1955,,0.453,-0.057,-117.35347,0.80337,536,54,,0.517,-0.19
110,"Senate",40303,47,0,"NC",200,0,1,"DOLE, Elizabeth Hanford","xD000601",1936,,0.363,0.124,-158.24045,0.739,524,72,,0.352,0.112
110,"Senate",14812,36,0,"ND",100,0,1,"DORGAN, Byron Leslie","xD000432",1942,,-0.267,0.09,-114.09598,0.81,541,54,,-0.308,0.633
110,"Senate",15502,36,0,"ND",100,0,1,"CONRAD, Kent","xC000705",1948,,-0.296,0.582,-89.37574,0.848,542,33,,-0.28,0.51
110,"Senate",29389,24,0,"OH",100,0,1,"BROWN, Sherrod","xB000944",1952,,-0.438,-0.146,-46.2706,0.91817,542,18,,-0.46,-0.101
110,"Senate",49903,24,0,"OH",200,0,1,"VOINOVICH, George Victor","xV000126",1936,2016,0.239,-0.803,-294.43741,0.581,543,147,,0.24,-0.846
110,"Senate",15424,53,0,"OK",200,0,1,"INHOFE, James Mountain","xI000024",1934,,0.552,0.038,-101.15526,0.82475,525,43,,0.7,0.425
110,"Senate",29555,53,0,"OK",200,0,1,"COBURN, Thomas Allen","xC000560",1948,,0.782,0.055,-81.13222,0.852,508,38,,0.808,-0.055
110,"Senate",14871,72,0,"OR",100,0,1,"WYDEN, Ronald Lee","xW000779",1949,,-0.319,-0.415,-70.02573,0.87838,540,27,,-0.323,-0.327
110,"Senate",49705,72,0,"OR",200,0,1,"SMITH, Gordon Harold","xS001142",1952,,0.192,-0.21,-207.12565,0.685,547,102,,0.134,-0.139
110,"Senate",14910,14,0,"PA",200,0,1,"SPECTER, Arlen","xS000709",1930,2012,0.068,-0.627,-199.23388,0.693,543,100,,0.122,-0.551
110,"Senate",40703,14,0,"PA",100,0,1,"CASEY, Robert (Bob), Jr.","xC001070",1960,,-0.303,0.189,-83.40085,0.85954,551,29,,-0.292,0.12
110,"Senate",29142,5,0,"RI",100,0,1,"REED, John F. (Jack)","xR000122",1949,,-0.382,-0.237,-66.22038,0.88618,548,29,,-0.367,-0.32
110,"Senate",40704,5,0,"RI",100,0,1,"WHITEHOUSE, Sheldon","xW000802",1955,,-0.403,-0.198,-62.97886,0.89162,549,27,,-0.382,-0.438
110,"Senate",29566,48,0,"SC",200,0,1,"GRAHAM, Lindsey O.","xG000359",1955,,0.409,-0.175,-145.31747,0.75373,514,64,,0.47,-0.262
110,"Senate",29936,48,0,"SC",200,0,1,"DeMINT, James W.","xD000595",1951,,0.7,-0.102,-62.35449,0.89,534,25,,0.82,-0.07
110,"Senate",15425,37,0,"SD",100,0,1,"JOHNSON, Timothy Peter (Tim)","xJ000177",1946,,-0.25,0.143,-45.92208,0.859,301,22,,-0.204,0.384
110,"Senate",29754,37,0,"SD",200,0,1,"THUNE, John","xT000250",1961,,0.409,0.127,-126.70716,0.79357,548,57,,0.431,0.172
110,"Senate",40304,54,0,"TN",200,0,1,"ALEXANDER, Lamar","xA000360",1940,,0.323,-0.182,-143.68002,0.76176,528,64,,0.339,-0.192
110,"Senate",40705,54,0,"TN",200,0,1,"CORKER, Robert (Bob)","xC001071",1952,,0.394,-0.333,-185.67084,0.7095,541,89,,0.372,-0.201
110,"Senate",40305,49,0,"TX",200,0,1,"CORNYN, John","xC001056",1952,,0.496,-0.014,-103.22799,0.82272,529,41,,0.487,0.058
110,"Senate",49306,49,0,"TX",200,0,1,"HUTCHISON, Kathryn Ann Bailey (Kay)","xH001016",1943,,0.356,0.012,-128.85742,0.789,543,56,,0.36,0.097
110,"Senate",14503,67,0,"UT",200,0,1,"HATCH, Orrin Grant","xH000338",1934,,0.382,-0.005,-164.18211,0.73783,540,72,,0.333,-0.008
110,"Senate",49307,67,0,"UT",200,0,1,"BENNETT, Robert","xB000382",1933,2016,0.331,-0.11,-159.60927,0.746,544,77,,0.351,-0.31
110,"Senate",14307,6,0,"VT",100,0,1,"LEAHY, Patrick Joseph","xL000174",1940,,-0.371,-0.138,-71.94766,0.87696,548,31,,-0.416,-0.079
110,"Senate",29147,6,0,"VT",328,0,1,"SANDERS, Bernard","xS000033",1941,,-0.517,-0.332,-69.27706,0.88104,547,33,,-0.599,0.07
110,"Senate",14712,40,0,"VA",200,0,1,"WARNER, John William","xW000154",1927,,0.262,-0.131,-148.75207,0.744,503,69,,0.252,-0.318
110,"Senate",40706,40,0,"VA",100,0,1,"WEBB, James H. (Jim)","xW000803",1946,,-0.169,0.023,-114.1986,0.811,544,48,,-0.231,0.109
110,"Senate",39310,73,0,"WA",100,0,1,"CANTWELL, Maria E.","xC000127",1958,,-0.293,-0.414,-62.82541,0.89112,545,24,,-0.31,-0.501
110,"Senate",49308,73,0,"WA",100,0,1,"MURRAY, Patty","xM001111",1950,,-0.344,-0.302,-46.67048,0.91691,538,17,,-0.35,-0.223
110,"Senate",1366,56,0,"WV",100,0,1,"BYRD, Robert Carlyle","xB001210",1917,2010,-0.309,0.729,-134.32444,0.762,493,65,,-0.433,0.902
